Product_ID,Product_Category,Launch_Region,Development_Cost,Launch_Marketing_Spend,Unit_Selling_Price,Unit_Production_Cost,First_Year_Units_Sold,Distribution_Coverage,Customer_Rating,First_Year_Profit
PRD-3470,CONSUMER ELECTRONICS,Europe,416000,244000,479.04,210.6,11000,0.86,5,2292840.0000000005
PRD-1847,Gaming Gear,Asia-Pacific,216000,181000,183.59,71.4,22200,0.74,4.8,2093618
PRD-3401,Consumer Electronics,North America,273000,202000,203.99,83.99,16200,0.84,4.8,1469000.0000000002
PRD-1680,Consumer Electronics,Latin America,149000,98000,150.39,58.9,8500,0.61,3.7,530664.9999999999
PRD-2754,Kitchen Appliances,North America,253000,161000,209.25,95.23,11600,0.83,4.2,908632
PRD-2437,Office Equipment,Latin America,80000,58000,79.72,29.68,8700,0.6,3.8,297348
PRD-1860,Consumer Electronics,Latin America,187000,117000,164.79,62.62,9700,0.61,4.7,687048.9999999999
PRD-1971,Health & Fitness,North America,155000,119000,116.39,43.68,21800,0.8,4.7,1311078.0000000002
PRD-1481,consumer electronics,North America,280000,173000,179.99,71.99,15900,0.84,4.4,1264200.0000000002
PRD-2799,Consumer Electronics,Asia-Pacific,347000,212000,347.71,119.56,24900,0.85,5,5121934.999999999
PRD-1357,Office Equipment,Latin America,101000,53000,70.78,25.48,9000,0.6,3.5,253700
PRD-2428,Home Automation,Asia-Pacific,209000,178000,189.53,69.16,15200,0.74,3.9,1442624
PRD-2077,Office Equipment,Latin America,96000,56000,81.95,26.32,6700,0.6,4,220721
PRD-2843,Outdoor Tech,Europe,207000,146000,175.77,73.26,6800,0.61,4.4,344068
PRD-1133,Outdoor Tech,Europe,163000,117000,192.78,77.7,8500,0.61,3.7,698180
PRD-2220,Consumer Electronics,Latin America,156000,121000,159.99,57.04,8400,0.61,4.5,587780.0000000001
PRD-2014,Personal Audio,Asia-Pacific,77000,66000,65.99,19.74,44500,0.82,5,1915125
PRD-1420,Health & Fitness,Latin America,103000,60000,94.53,32.76,11200,0.74,4.7,528824
PRD-2742,Smart Home,Europe,175000,137000,153.99,58.58,12900,0.81,4.2,918789.0000000002
PRD-1896,Gaming Gear,Middle East,193000,126000,207.09,70.56,5100,0.5,3.6,377303
PRD-2808,Office Equipment,North America,82000,57000,64.5,22.08,14400,0.73,3.8,471848
PRD-1171,Smart Home,North America,347000,211000,256.68,108.15,24700,0.95,5,3110691
PRD-3221,Consumer Electronics,North America,218000,171000,185.99,79.19,14300,0.84,4.9,1138240.0000000002
PRD-2503,Health & Fitness,Asia-Pacific,114000,99000,93.59,31.53,28300,0.78,,1543298
PRD-3171,Health & Fitness,North America,158000,97000,112.79,39.9,19600,0.8,4.4,1173644.0000000002
PRD-3287,Gaming Gear,Asia-Pacific,195000,150000,161.99,61.2,18000,0.74,5,1469220
PRD-1464,Kitchen Appliances,North America,224000,157000,229.95,81.88,14900,0.83,5,1825243
PRD-3483,Outdoor Tech,North America,200000,134000,164.85,66.56,12700,0.77,4.1,914283
PRD-3029,Health & Fitness,Middle East,147000,95000,133.44,56.16,7000,0.6,3.5,298960
PRD-2874,Kitchen Appliances,North America,240000,162000,223.05,92.56,16800,0.83,4.5,1790232
PRD-1689,Consumer Electronics,Asia-Pacific,376000,244000,338.14,134.2,23900,0.85,4.9,4254166
PRD-2183,Outdoor Tech,Europe,211000,118000,192.78,77.7,7400,0.61,4.4,522592
PRD-3203,Outdoor Tech,Europe,173000,150000,170.1,66.6,9000,0.61,4.2,608500
PRD-1921,Smart Home,North America,279000,242000,273.42,105,29900,0.95,4.5,4514758.000000001
PRD-2126,Gaming Gear,North America,361000,283000,335.04,-145.8,23600,0.89,4.8,3822064
PRD-1134,Kitchen Appliances,North America,227000,164000,216.15,84.55,12500,0.83,5,1254000.0000000002
PRD-2197,Office Equipment,Latin America,91000,57000,70.78,25.48,6300,0.6,3.5,137390
PRD-1904,Wearable Tech,North America,355000,191000,322.92,117.3,20700,0.93,5,3710334
PRD-1127,Gaming Gear,Asia-Pacific,227000,171000,194.39,69.36,19800,0.74,5,2077593.9999999995
PRD-1339,Smart Home,Middle East,140000,94000,201.48,90.64,6300,0.53,3.7,464291.9999999999
PRD-1686,Gaming Gear,Middle East,183000,134000,207.09,70.56,6300,0.5,3.9,543139
PRD-3002,Wearable Tech,Europe,299000,194000,233.58,92.4,14400,0.77,4.4,1539992
PRD-2819,Health & Fitness,Middle East,140000,74000,133.44,56.16,5500,0.6,3.8,211040
PRD-2703,Outdoor Tech,,157000,106000,169.95,58.88,14200,0.77,3.8,1314194
PRD-3015,Personal Audio,Europe,84000,75000,82.35,26.77,37500,0.79,4.9,1925250
PRD-3403,Health & Fitness,Asia-Pacific,134000,91000,96.29,34.45,23500,0.78,4.3,1228240
PRD-3028,Home Automation,Asia-Pacific,212000,138000,207.48,73.72,17700,0.74,4.3,2017552
PRD-3071,Consumer Electronics,North America,275000,155000,191.99,86.39,13700,0.84,4.8,1016720.0000000002
PRD-2573,Outdoor Tech,Europe,203000,133000,170.1,66.6,6900,1.41,4,378150
PRD-1800,Consumer Electronics,Latin America,193000,99000,159.99,57.04,8100,0.61,4,541895.0000000001
PRD-1560,Consumer Electronics,Latin America,159000,132000,174.39,60.76,9000,0.61,4.5,731670
PRD-2985,Personal Audio,Europe,100000,69000,72.75,28.36,34300,0.79,4,1353577
PRD-1040,Consumer Electronics,Europe,344000,252000,449.1,175.5,12000,0.86,4.8,2687200.0000000005
PRD-2471,Consumer Electronics,North America,273000,202000,215.99,81.59,17400,0.84,4.4,1863560
PRD-1220,Consumer Electronics,Europe,432000,300000,494.01,187.2,8900,1.21,4.7,1998609
PRD-2848,Home Automation,Asia-Pacific,232000,160000,189.53,69.16,15700,0.74,4.4,1497809
PRD-2289,Consumer Electronics,Asia-Pacific,380000,3060000,299.86,115.9,18500,0.85,5,2768260
PRD-1767,Office Equipment,Europe,118000,66000,80.99,36.38,16300,0.78,3.9,543142.9999999999
PRD-1575,Personal Audio,Europe,93000,66000,75.15,25.18,29800,0.79,4.6,1330106.0000000002
PRD-2184,Kitchen Appliances,North America,213000,165000,216.15,84.55,16500,0.83,4.7,1793400.0000000005
PRD-3006,Gaming Gear,Middle East,176000,149000,172.89,77.04,5400,0.5,3.9,192589.99999999988
PRD-1684,Personal Audio,Asia-Pacific,77000,69000,62.39,20.37,37400,0.82,5,1425547.9999999998
PRD-1710,Consumer Electronics,Latin America,173000,107000,169.59,68.2,9300,0.61,4.6,662927
PRD-3202,Wearable Tech,Asia-Pacific,294000,175000,244.51,98,19800,0.8,4.8,2431898
PRD-2994,Kitchen Appliances,North America,227000,164000,236.85,89.89,16000,0.83,4.8,1960359.9999999995
PRD-2843,Outdoor Tech,Europe,207000,146000,175.77,73.26,6800,0.61,4.4,344068
PRD-2733,Outdoor Tech,North America,,116000,154.65,68.48,10400,0.77,4.7,597168
PRD-2572,Wearable Tech,Asia-Pacific,252000,209000,244.51,98,15600,0.8,4.6,1824556
PRD-1565,Kitchen Appliances,Europe,274000,170000,233.1,89.1,10800,,4.4,1111200
PRD-3387,Office Equipment,Europe,97000,65000,97.01,33.32,15500,0.78,4.1,825195.0000000001
PRD-3289,Smart Home,Middle East,158000,120000,208.05,80.08,7100,0.53,3.9,630587.0000000001
PRD-3093,Outdoor Tech,North America,207000,120000,185.25,62.72,13500,0.77,4.5,1327155
PRD-1580,,Europe,360000,308000,479.04,210.6,11800,0.86,4.5,2499592.0000000005
PRD-2530,Health & Fitness,Latin America,93000,71000,97.51,36,11800,0.74,3.9,561818.0000000001
PRD-1750,Health & Fitness,Latin America,102000,78000,100.5,39.24,13100,0.74,4.7,622506
PRD-1480,Health & Fitness,Latin America,100000,71000,97.51,36,13200,0.74,4.3,640932.0000000001
PRD-2251,Smart Home,North America,276000,231000,290.16,101.85,23700,0.95,4.5,3955947.000000001
PRD-1978,Home Automation,Asia-Pacific,225000,136000,207.48,73.72,13400,0.74,4.7,1431383.9999999998
PRD-1483,Health & Fitness,Asia-Pacific,138000,105000,85.49,29.58,23000,0.78,5,1042930
PRD-2283,Outdoor Tech,North America,196000,121000,169.95,58.88,13800,,4.4,1215766
PRD-1549,Smart Home,Middle East,149000,121000,201.48,90.64,7900,0.53,4.5,605635.9999999999
PRD-1348,Home Automation,Asia-Pacific,262000,164000,207.48,73.72,15900,0.74,4.5,1700784
PRD-2219,Health & Fitness,Middle East,139000,96000,150.12,53.04,7200,0.6,3.5,463976.0000000001
PRD-1707,Office Equipment,Europe,121000,56000,97.01,33.32,13800,0.78,4.3,701922.0000000001
PRD-3445,Personal Audio,Latin America,79000,45000,53.49,19.61,21500,0.69,4,604420
PRD-2442,Smart Home,Europe,202000,115000,162.96,56.84,11900,0.81,4,945828
PRD-2426,Gaming Gear,North America,308000,250000,314.1,121.5,16800,0.89,5,2677680.0000000005
PRD-1468,Home Automation,,248000,166000,219.45,71.44,15100,0.74,4.8,1820951
PRD-2608,Home Automation,Asia-Pacific,260000,157000,207.48,73.72,17200,0.74,4.9,1883672
PRD-2592,Smart Home,Europe,160000,126000,158.47,63.8,12400,0.81,4.1,887908
PRD-2284,Personal Audio,Asia-Pacific,78000,53000,55.19,21.63,44100,0.82,4.4,1348996
PRD-3162,Smart Home,Europe,193000,122000,153.99,58.58,13300,0.81,4.7,953953.0000000002
PRD-3005,Kitchen Appliances,Europe,250000,139000,256.41,95.04,13700,0.84,4.7,1821769
PRD-2075,Kitchen Appliances,Europe,250000,139000,271.95,92.07,14800,0.84,4.3,2273224
PRD-3415,Personal Audio,Latin America,69000,42000,47.49,16.84,19800,0.69,4.2,495870
PRD-2875,Personal Audio,Latin America,67000,47000,54.99,17.39,20100,0.69,3.5,641760
PRD-1808,Home Automation,Europe,250000,213000,236.61,87.36,20700,0.77,4.2,2626475
PRD-2336,Gaming Gear,North America,378000,268000,335.04,145.8,19700,0.89,4.5,3082028
PRD-2499,Consumer Electronics,Asia-Pacific,294000,242000,299.86,115.9,23200,0.85,5,3731872
PRD-1766,Gaming Gear,North America,315000,275000,345.51,129.6,18200,,5,3339562
PRD-3383,Outdoor Tech,Europe,215000,131000,187.11,71.04,10100,0.61,4.1,826307
PRD-1417,Office Equipment,Latin America,98000,62000,73.01,28,7200,0.6,4,164072.00000000006
PRD-1257,Office Equipment,Europe,95000,59000,86.33,35.36,12100,0.78,4,462737
PRD-2141,Consumer Electronics,North America,275000,155000,203.99,83.99,14900,0.84,4.4,1358000.0000000002
PRD-1843,Health & Fitness,Asia-Pacific,116000,108000,82.79,33.48,30200,0.78,4.8,1265162.0000000002
PRD-1880,Consumer Electronics,Europe,424000,272000,449.1,175.5,12700,0.86,4.7,2778720.0000000005
PRD-1019,Health & Fitness,Middle East,135000,85000,139,52,6800,0.55,3.9,371600
PRD-2593,Health & Fitness,Asia-Pacific,127000,92000,88.19,32.5,24400,0.78,4.2,1139836
PRD-2760,Consumer Electronics,Latin America,163000,108000,169.59,68.2,8200,0.61,4.2,560398
PRD-2842,Wearable Tech,Asia-Pacific,258000,169000,252,106.82,15500,0.8,3.9,1823290
PRD-1809,,,356000,246000,290.29,130.54,22800,0.85,5,3040300.0000000005
PRD-1120,Health & Fitness,Latin America,,69000,100.5,39.24,10300,0.74,4.5,442978
PRD-3440,Consumer Electronics,Europe,360000,308000,523.95,181.35,10000,0.86,4.2,2758000
PRD-2771,Consumer Electronics,North America,235000,178000,203.99,83.99,12500,0.84,4.6,1087000.0000000002
PRD-1764,Kitchen Appliances,North America,191000,138000,216.15,84.55,16000,0.83,4.2,1776600.0000000005
PRD-1756,Kitchen Appliances,Latin America,148000,82000,122.55,49.14,8200,0.69,3.9,371962
PRD-2660,Consumer Electronics,Europe,392000,246000,538.92,198.9,11300,0.86,5,3204226
PRD-1950,Consumer Electronics,Latin America,152000,109000,155.19,64.48,8500,0.61,4.1,510035
PRD-2893,Health & Fitness,Asia-Pacific,109000,109000,82.79,33.48,26600,0.78,4.4,1093646.0000000002
PRD-2747,Gaming Gear,Asia-Pacific,187000,168000,188.99,63.24,18500,0.74,4.3,1971375
PRD-3294,Kitchen Appliances,North America,194000,145000,223.05,92.56,11400,0.83,5,1148586
PRD-2356,Kitchen Appliances,Latin America,150000,87000,134.16,52.38,9700,0.69,4.3,556266
PRD-1656,Gaming Gear,,216000,123000,184.29,74.88,5700,0.5,4.1,284637
PRD-3261,Health & Fitness,North America,128000,89000,130.79,41.16,26200,0.8,4.9,2131306
PRD-1715,Kitchen Appliances,Europe,218000,184000,279.72,100.98,11400,0.84,4.5,1635636
PRD-3114,Kitchen Appliances,North America,213000,165000,250.65,87.22,15300,0.83,,2122479
PRD-2000,Consumer Electronics,Europe,400000,274000,479.04,210.6,12100,0.86,5,2574124.0000000005
PRD-1674,Kitchen Appliances,North America,235000,148000,229.95,81.88,12200,0.83,4.8,1423454
PRD-3381,Health & Fitness,North America,165000,90000,112.79,39.9,25000,0.8,4.1,1567250.0000000005
PRD-3345,Personal Audio,Europe,83000,71000,87.15,25.97,29100,0.79,4.9,1626338.0000000002
PRD-1093,Health & Fitness,Asia-Pacific,106000,95000,96.29,34.45,24600,0.78,,1320264
PRD-1472,Wearable Tech,Europe,296000,186000,226.71,84.48,13200,0.77,4.7,1395436.0000000002
PRD-1184,Wearable Tech,North America,272000,179000,278.07,113.85,18700,0.93,4.3,2619914
PRD-2230,Health & Fitness,Latin America,109000,59000,103.48,34.92,10900,0.74,3.7,579304
PRD-1276,Kitchen Appliances,Latin America,139000,79000,118.68,55.62,10100,0.69,3.8,418906.0000000001
PRD-2307,Office Equipment,Europe,122000,59000,86.33,35.36,16000,0.78,3.6,634520
PRD-2854,Personal Audio,Asia-Pacific,94000,52000,65.99,19.74,47000,0.82,5,2027750
PRD-2795,Kitchen Appliances,Europe,238000,149000,256.41,95.04,10800,0.84,5,1355796
PRD-1400,Consumer Electronics,Europe,396000,260000,538.92,198.9,10300,0.86,4.6,2846206
PRD-2951,Consumer Electronics,North America,213000,153000,179.99,71.99,14400,0.84,4.5,1189200.0000000002
PRD-3347,Gaming Gear,Asia-Pacific,189000,176000,167.39,67.32,22000,0.74,4.7,1836540
PRD-2979,Consumer Electronics,,317000,251000,309.43,126.88,18900,0.85,5,2882195
PRD-3469,Smart Home,Middle East,144000,105000,227.76,85.36,8100,0.53,3.8,904439.9999999998
PRD-1848,Office Equipment,North America,71000,53000,60.63,22.8,14200,0.73,3.6,413186
PRD-2866,Kitchen Appliances,Latin America,136000,97000,126.42,54,8600,0.69,4.2,389812
PRD-2406,Gaming Gear,Middle East,174000,142000,195.69,72.72,6900,0.5,3.5,532493
PRD-2278,Home Automation,Asia-Pacific,262000,164000,195.51,76,14600,,4.9,1318845.9999999998
PRD-2427,Office Equipment,Europe,116000,60000,91.67,34.34,15300,0.78,3.9,701149
PRD-1581,Health & Fitness,North America,161000,107000,130.79,41.16,23300,0.8,4,1820379
PRD-1476,Gaming Gear,Middle East,174000,142000,207.09,70.56,5000,0.5,4.2,366650
PRD-1833,Outdoor Tech,North America,209000,126000,185.25,62.72,12400,0.77,4.1,1184372
PRD-2704,Personal Audio,Asia-Pacific,87000,65000,55.19,21.63,45400,0.82,4.9,1371624
PRD-2211,Health & Fitness,North America,137000,121000,130.79,41.16,29400,0.8,4.2,2377122
PRD-1429,Smart Home,Middle East,158000,120000,234.33,93.28,8300,0.53,4.2,892715
PRD-2978,Home Automation,Europe,303000,159000,250.95,84.63,17500,0.77,4.1,2448600
PRD-1101,Health & Fitness,North America,150000,103000,127.19,46.2,28200,0.8,5,2030918
PRD-2413,Health & Fitness,Asia-Pacific,138000,105000,98.99,30.55,32200,0.78,4.3,1960768
PRD-1618,Home Automation,Asia-Pacific,196000,132000,213.47,80.56,15700,0.74,4.9,1758687
PRD-3050,Consumer Electronics,Europe,376000,277000,479.04,210.6,10700,0.86,4.6,2219308.0000000005
PRD-2897,Gaming Gear,Asia-Pacific,204000,182000,183.59,71.4,19400,0.74,4.4,1790486
PRD-2603,Outdoor Tech,Europe,171000,143000,192.78,77.7,7700,0.61,3.8,572116
PRD-2533,Health & Fitness,Asia-Pacific,131000,106000,85.49,29.58,30800,0.78,4.6,1485028
PRD-2826,Gaming Gear,Middle East,193000,126000,195.69,72.72,7100,0.5,4,554087
PRD-1906,Kitchen Appliances,Latin America,160000,90000,118.68,55.62,8600,0.69,4,292316.0000000001
PRD-3357,Office Equipment,Europe,,60000,86.33,35.36,14200,0.78,4.3,547774
PRD-3286,Kitchen Appliances,Latin America,150000,87000,126.42,54,8900,0.69,3.6,407538
PRD-3125,Kitchen Appliances,Europe,235000,141000,271.95,92.07,13100,0.84,5,1980428
PRD-3092,Wearable Tech,Europe,247000,182000,219.84,95.04,12300,0.77,4.9,1106040
PRD-1910,Consumer Electronics,Europe,356000,294000,508.98,204.75,9100,0.86,4.5,2118493
PRD-2060,Consumer Electronics,Europe,388000,319000,494.01,187.2,9600,0.86,4.6,2238376
PRD-1404,Kitchen Appliances,North America,231000,133000,223.05,92.56,12400,0.83,4.4,1254076
PRD-1044,Kitchen Appliances,North America,202000,129000,229.95,81.88,14500,0.83,4.6,1816015
PRD-1434,Kitchen Appliances,North America,194000,145000,250.65,87.22,13600,0.83,4.2,1883648
PRD-3434,Wearable Tech,North America,358000,202000,269.1,103.5,14700,0.93,4.7,1874320.0000000005
PRD-2359,Smart Home,Middle East,158000,120000,221.19,95.92,7700,1.24,4.6,686579
PRD-2637,Office Equipment,Europe,121000,56000,91.67,34.34,12700,0.78,3.6,551091
PRD-3307,Office Equipment,Latin America,83000,49000,73.01,28,6700,0.6,3.5,169567.00000000006
PRD-1182,Smart Home,Europe,203000,121000,162.96,56.84,10800,0.81,4.7,822096
PRD-1682,Wearable Tech,Europe,229000,175000,226.71,84.48,16400,0.77,4.4,1928572.0000000005
PRD-2455,Personal Audio,Latin America,60000,38000,54.99,17.39,19600,0.69,4,638960
PRD-2017,Office Equipment,Latin America,99000,47000,79.72,29.68,8400,0.6,3.5,274336
PRD-1448,Home Automation,Europe,300000,207000,243.78,95.55,16100,0.77,4.4,1879503.0000000005
PRD-1349,Health & Fitness,Middle East,135000,83000,133.44,56.16,6200,0.6,3.7,261136
PRD-3200,Consumer Electronics,Europe,408000,302000,464.07,193.05,11100,0.86,4.7,2298322
PRD-2473,Health & Fitness,,134000,91000,82.79,33.48,25800,0.78,5,1047198.0000000002
PRD-1151,Consumer Electronics,North America,283000,182000,209.99,74.39,13400,0.84,4.4,1352040.0000000002
PRD-3227,Gaming Gear,Asia-Pacific,202000,174000,194.39,69.36,23100,0.74,4.4,2512192.9999999995
PRD-2714,Wearable Tech,North America,275000,189000,287.04,124.2,20200,0.93,4,2825368.0000000005
PRD-3076,Kitchen Appliances,Latin America,143000,92000,126.42,54,10700,0.69,3.9,539894
PRD-3189,Consumer Electronics,Asia-Pacific,333000,237000,309.43,126.88,23700,0.85,4.8,3756435
PRD-2642,Wearable Tech,Europe,265000,189000,240.45,81.84,16500,0.77,4.6,2163064.9999999995
PRD-3385,Personal Audio,Latin America,60000,38000,51.99,17.95,18100,0.69,3.5,518124.0000000001
PRD-3429,Consumer Electronics,Asia-Pacific,294000,242000,347.71,119.56,21500,0.85,4.3,4369224.999999999
PRD-2840,Consumer Electronics,Europe,356000,294000,479.04,210.6,12800,0.86,4.9,2786032.000000001
PRD-1303,Health & Fitness,Asia-Pacific,112000,89000,96.29,34.45,30800,0.78,5,1703672
PRD-2545,Personal Audio,Latin America,67000,49000,51.99,17.95,16900,0.69,3.5,459276.0000000001
PRD-2734,Personal Audio,Asia-Pacific,72000,51000,62.39,20.37,49100,0.82,4.7,1940181.9999999998
PRD-2691,Health & Fitness,North America,147000,92000,109.19,44.94,24500,0.8,4.3,1335125
PRD-2035,Personal Audio,Latin America,74000,44000,54.99,17.39,19000,0.69,3.5,596400
PRD-1992,Smart Home,Europe,158000,120000,145.02,60.32,10400,0.81,4.8,602880.0000000002
PRD-2241,Health & Fitness,North America,158000,97000,119.99,38.64,21600,0.8,4,1502159.9999999998
PRD-1571,Consumer Electronics,North America,230000,160000,209.99,74.39,13800,0.84,4.9,1481280.0000000002
PRD-3046,Kitchen Appliances,Latin America,123000,85000,138.03,57.24,9900,0.69,4.1,591820.9999999999
PRD-2676,Gaming Gear,Middle East,177000,155000,201.39,79.2,6800,0.5,3.9,498891.9999999999
PRD-1284,Kitchen Appliances,North America,244000,132000,209.25,95.23,13100,0.83,4.1,1117662
PRD-3424,Personal Audio,Asia-Pacific,82000,68000,64.19,22.26,50000,0.82,4.5,1946499.9999999995
PRD-2796,,Middle East,166000,115000,172.89,77.04,6500,0.5,4.2,342024.9999999999
PRD-1859,Health & Fitness,Middle East,122000,94000,125.1,46.8,5400,,3.6,206820
PRD-2891,Consumer Electronics,North America,220000,180000,215.99,81.59,17900,0.84,4.9,2005760
PRD-1111,Smart Home,North America,357000,244000,306.9,98.7,30700,0.95,4.4,5790740
PRD-3254,Wearable Tech,North America,288000,231000,304.98,120.75,19800,0.93,4.8,3128754.0000000005
PRD-1737,Office Equipment,Europe,102000,,89,31.28,15000,0.78,4.1,702800
PRD-3235,Personal Audio,Latin America,76000,48000,53.49,19.61,17300,0.69,4.3,462124
PRD-1819,,Middle East,152000,98000,208.05,80.08,7800,0.53,3.8,748166.0000000001
PRD-3310,Health & Fitness,Latin America,118000,65000,94.53,32.76,156000,0.74,4.2,459408
PRD-1467,Office Equipment,Europe,100000,,86.33,35.36,15200,0.78,3.7,599744
PRD-2496,Gaming Gear,Middle East,195000,132000,184.29,74.88,6100,0.5,4,340401
PRD-2610,Consumer Electronics,Latin America,149000,98000,174.39,60.76,7800,0.61,4.1,639314
PRD-2149,Smart Home,Middle East,150000,127000,221.19,95.92,-6100,0.53,3.8,487147
PRD-2541,Health & Fitness,North America,135000,116000,112.79,39.9,23500,0.8,4.2,1461915.0000000002
PRD-2335,Personal Audio,Latin America,64000,52000,51.99,17.95,20500,0.69,3.7,581820.0000000001
PRD-1993,Health & Fitness,,126000,87000,98.99,30.55,31400,0.78,4.9,1936016
PRD-3359,Health & Fitness,Middle East,146000,91000,141.78,54.6,8200,0.6,3.5,477876
PRD-3012,Smart Home,Europe,178000,112000,158.47,63.8,12800,0.81,4.6,921776
PRD-2194,Personal Audio,Asia-Pacific,95000,58000,58.79,21,50000,0.82,5,1736500
PRD-2308,Home Automation,Asia-Pacific,223000,177000,219.45,71.44,16000,0.74,4.7,1968160
PRD-2632,Wearable Tech,Asia-Pacific,244000,181000,252,106.82,279000,0.8,4.2,2275348
PRD-1728,Office Equipment,North America,76000,52000,70.31,23.52,15000,0.73,4.4,573850.0000000001
PRD-2287,Office Equipment,Latin America,101000,53000,81.95,26.32,8400,,3.7,313292
PRD-2963,Outdoor Tech,Europe,196000,147000,187.11,71.04,9900,0.61,3.6,806093
PRD-1823,Outdoor Tech,Europe,186000,114000,198.45,68.82,8700,0.61,3.5,827781
PRD-2314,Personal Audio,Asia-Pacific,90000,58000,62.39,20.37,47900,0.82,4.2,1864757.9999999998
PRD-2231,Consumer Electronics,North America,225000,198000,191.99,86.39,12800,0.84,4.9,928680
